Summary data collected by the Greenhouse Gas Reporting Program for 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 9/26/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab),,,,,,,,,,,,,,Total Facility Emissions by Gas,,,,,,,,,,,,Emissions by Process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,Date
1007698,110000421776,3M CO - WAUSAU DOWNTOWN,WAUSAU,WI,54401,144 ROSECRANS ST,MARATHON COUNTY,44.95,-89.64,212313,C,Other,"36,574.11","36,536.30",17.25,20.56,,,,,,,,,,"36,574.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1004206,110000367567,3M COMPANY,DECATUR,AL,35609,1400 STATE DOCKS RD.,MORGAN COUNTY,34.64,-87.04,325211,"C,L,OO","Chemicals,Industrial Gas Suppliers","48,267.93","44,605.60",21.00,25.03,74.00,,,,700.00,,2.30,"2,840.00",,"44,651.63",,,,,,,,"3,616.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1006665,110013886875,3M CORDOVA,CORDOVA,IL,61242,22614 ROUTE 84 NORTH,ROCK ISLAND COUNTY,41.76,-90.28,325998,"C,L,OO","Chemicals,Industrial Gas Suppliers","697,084.30","27,459.50",12.75,15.50,"27,383.33","489,464.12","5,909.76","1,145.52","122,634.39","4,502.73",3.31,"18,553.40",,"27,487.75",,,,,,,,"669,596.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1004836,110000423667,3M Cottage Grove Center - Site,Cottage Grove,MN,55016,10746 Innovation Rd,WASHINGTON COUNTY,44.79,-92.91,325998,"C,L,N,OO","Chemicals,Industrial Gas Suppliers,Minerals","41,687.84","30,443.80",18.00,39.34,674.52,69.37,,,"7,871.00",224.29,0.72,"2,346.80","1,913.60","29,294.94",,,,,,,,"11,186.70","1,206.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1003408,110040995199,3M INDUSTRIAL MINERAL PRODUCTS DIVISION,LITTLE ROCK,AR,72206,3110 WALTERS DRIVE,PULASKI COUNTY,34.71,-92.24,212399,C,Other,"30,646.08","30,614.30",14.50,17.28,,,,,,,,,,"30,646.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1004914,110000425059,3M MAGNETIC TAPE MANUFACTURING DIVISION,HUTCHINSON,MN,55350,905-915 ADAMS STREET SOUTHEAST,MCLEOD COUNTY,44.88,-94.36,322222,C,Pulp and Paper,"31,373.33","31,341.00",14.75,17.58,,,,,,,,,,"31,373.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1004804,110000443805,3M NEVADA PLANT,NEVADA,MO,64772,2120 E. AUSTIN,VERNON COUNTY,37.83,-94.33,326113,C,Other,"30,263.84","30,232.60",14.25,16.99,,,,,,,,,,"30,263.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1007408,110055511780,4 West Mine,Dilliner,PA,15327,625 Bald Hill Church Road,GREENE COUNTY,39.76,-80.00,212112,FF,Other,"86,127.25",,"86,127.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"86,127.25",,,,,,N,N,N,2016
1004680,110013945062,58TH ST LF (MAIN COUNTY LF),MIAMI,FL,33178,8831 NW 58TH ST,MIAMI-DADE COUNTY,25.83,-80.35,562212,HH,Waste,"80,230.75",,"80,230.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80,230.75",,,,N,N,N,2016
1000766,110019296509,59th Street,NEW YORK,NY,10019,850 12TH AVE,New York,40.77,-73.99,221330,C,Power Plants,"232,873.71","232,611.40",114.50,147.81,,,,,,,,,,"232,873.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1007733,110041047505,69TH ST WWTP,HOUSTON,TX,77020,2525 SSGT MACARIO GARCIA DR,HARRIS COUNTY,29.76,-95.30,221320,C,Other,"22,362.82","22,339.80",10.50,12.52,,,,,,,,,,"22,362.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1000767,110019296527,74th Street,NEW YORK,NY,10021,506 E 75TH ST,New York,40.77,-73.95,221330,C,Power Plants,"205,696.23","205,456.90",102.25,137.08,,,,,,,,,,"205,696.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1001033,110044891150,A B Brown Generating Station,MOUNT VERNON,IN,47620,8511 WELBORN ROAD,Posey,37.91,-87.72,221112,D,Power Plants,"2,315,093.22","2,296,665.50","6,742.25","11,685.47",,,,,,,,,,,"2,315,093.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1012058,110067543732,"A.C.M.S., Inc.",Lake Panasoffkee,FL,33538,835 CR 529,SUMTER COUNTY,28.74,-82.09,562212,HH,Waste,"29,670.00",,"29,670.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,670.00",,,,N,N,N,2016
1006009,110017888393,ABB Inc.,Mt. Pleasant,PA,15666,100 Distribution Circle,WESTMORELAND COUNTY,40.18,-79.58,335313,SS,Other,"4,550.88",,,,,,"4,550.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,550.88",,N,N,N,2016
1002853,110017421226,ABBOTT NUTRITION,STURGIS,MI,49091,901 NORTH CENTERVILLE ROAD,ST. JOSEPH COUNTY,41.81,-85.43,311514,C,Other,"23,486.81","23,462.70",11.00,13.11,,,,,,,,,,"23,486.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1002983,110018042562,ABBOTT PARK FACILITY,ABBOTT PARK,IL,60064,100 ABBOTT PARK RD,LAKE COUNTY,42.30,-87.89,424210,C,Other,"55,832.74","55,775.20",26.25,31.29,,,,,,,,,,"55,832.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1007514,110007806188,ABBVIE LTD.,BARCELONETA,PR,00617,RD 2 KM 58.0,BARCELONETA MUNICIPIO,18.43,-66.57,325412,C,Chemicals,"85,474.85","85,198.40",82.75,193.70,,,,,,,,,,"85,474.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1004511,110000366817,ABC COKE,TARRANT,AL,35217,ONE RAILROAD AVENUE,JEFFERSON COUNTY,33.58,-86.78,331111,"C,Q",Metals,"161,315.04","161,175.40",41.00,98.64,,,,,,,,,,"147,217.82",,,,,,,,,,,,"14,097.21",,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1005353,110038367228,ABERDEEN ENERGY LLC,MINA,SD,57451,13435 370TH AVENUE,EDMUNDS COUNTY,45.44,-98.79,325193,C,Other,"189,764.64","189,569.00",89.25,106.39,,,,,,,,,,"189,764.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1006971,110064337123,ABERDEEN PROVING GROUND-Aberdeen Area & Edgewood Area,APG,MD,21005,4304 Susquehanna Ave,HARFORD COUNTY,39.40,-76.31,928110,C,Other,"80,483.61","80,354.30",48.25,81.06,,,,,,,,,,"80,483.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1002627,110027236621,ABSOLUTE ENERGY LLC,ST ANSGAR (MONA),IA,50472,1372 STATELINE ROAD,MITCHELL COUNTY,43.50,-92.92,325193,"C,II","Other,Waste","174,562.49","174,166.70",297.75,98.04,,,,,,,,,493.00,"174,346.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.50,,,N,N,N,2016
1006529,110013921435,ACADIA PARISH POLICE JURY - ACADIA PARISH SANITARY LANDFILL,EGAN,LA,70531,611 PETAL RD,ACADIA PARISH,30.26,-92.53,562111,HH,Waste,"52,502.75",,"52,502.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,502.75",,,,N,N,N,2016
1004761,110013812918,ACE ETHANOL LLC,STANLEY,WI,54768,815 WEST MAPLE STREET,CHIPPEWA COUNTY,44.96,-90.96,325193,"C,PP","Other,Suppliers of CO2","74,011.77","73,935.60",34.75,41.42,,,,,,,,,,"74,011.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1005601,110007180709,ACME BRICK CO ELGIN PLANT,ELGIN,TX,78621,1776 OLD MCDADE RD,BASTROP COUNTY,30.33,-97.29,327121,C,Minerals,"55,858.24","55,800.70",26.25,31.29,,,,,,,,,,"55,858.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1005046,110007177722,ACME GYPSUM FACILITY,QUANAH,TX,79252,4164 HIGHWAY 285,HARDEMAN COUNTY,34.32,-99.82,327420,C,Minerals,"39,418.45","39,377.90",18.50,22.05,,,,,,,,,,"39,418.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1002731,110061855381,ADA COGENERATION,ADA,MI,49355,7575 FULTON STREET EAST,KENT COUNTY,42.96,-85.48,221112,C,Power Plants,"93,657.00","93,560.00",44.25,52.75,,,,,,,,,,"93,657.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1002685,110043804087,AC 857 A,Offshore,TX,00000,,,26.30,-94.90,211111,"C,W-OFFSH",Petroleum and Natural Gas Systems,"265,377.77","235,448.70","29,716.00",213.07,,,,,,,,,,"220,466.75",,,,,,,,,,,,,,,,,,44911.018,,,,,,,,,,,,,,,,,,,N,N,N,2016
1003752,110040089604,"ADA Carbon Solutions (Red River), LLC",Coushatta,LA,71019,201 Red River Mine Road,RED RIVER PARISH,32.01,-93.39,325998,C,Chemicals,"220,376.88","220,370.30",3.00,3.58,,,,,,,,,,"220,376.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1003422,110008978552,ADKINS ENERGY LLC,LENA,IL,61048,4350 WEST GALENA ROAD,STEPHENSON COUNTY,42.36,-89.80,325193,C,Other,"80,070.75","79,988.00",37.75,45.00,,,,,,,,,,"80,070.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1002154,110013325507,ADM - MANKATO,MANKATO,MN,56001,2019 3RD AVENUE,BLUE EARTH COUNTY,44.19,-94.00,311225,C,Other,"138,907.89","138,020.10",327.25,560.54,,,,,,,,,,"138,907.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1006047,110010507503,ADM CORN PROCESSING,CEDAR RAPIDS,IA,52404,1350 WACONIA AVENUE SOUTHWEST,LINN COUNTY,41.92,-91.69,311221,"C,II","Other,Waste","2,952,187.86","2,931,766.60","8,473.25","11,948.01",,,,,,,,,"55,819.00","2,950,692.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,495.00",,,N,N,N,2016
1006208,110000415630,ADM CORN PROCESSING,CLINTON,IA,52732,1251 BEAVER CHANNEL PARKWAY,CLINTON COUNTY,41.82,-90.21,311221,"C,TT","Other,Waste","2,024,063.47","2,007,565.90","6,338.75","10,158.82",,,,,,,,,"88,799.00","2,023,693.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.75,N,N,N,2016
1010610,110033021888,ADM Deerfield,Deerfield,MO,64741,17700 South Highway T,VERNON COUNTY,37.81,-94.59,311222,C,Other,"33,675.72","33,641.20",15.75,18.77,,,,,,,,,,"33,675.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1011855,110002319982,ADM Fostoria,Fostoria,OH,44830,608 FINDLAY ROAD,HANCOCK COUNTY,41.15,-83.43,311222,C,Other,"26,225.85","26,199.00",12.25,14.60,,,,,,,,,,"26,225.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1000376,110040894761,ADM QUINCY,QUINCY,IL,62305,2100 GARDNER EXPRESSWAY,ADAMS COUNTY,39.90,-91.41,311222,C,Other,"131,129.50","130,671.50",175.50,282.50,,,,,,,,,,"131,129.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1006080,110027360399,ADM SOUTHERN CELLULOSE PROD.IN,CHATTANOOGA,TN,37410,103 W 45TH ST,HAMILTON COUNTY,35.00,-85.32,322110,C,Pulp and Paper,"28,638.94","28,608.50",13.75,16.69,,,,,,,,,,"28,638.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1000034,110067425799,ADM SOYBEAN PROCESSING - DES MOINES,DES MOINES,IA,50313,1935 EAST EUCLID AVENUE,POLK COUNTY,41.63,-93.58,311222,C,Other,"150,870.24","149,775.00",401.50,693.74,,,,,,,,,,"150,870.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1011961,110012384561,ADM Valdosta,Valdosta,GA,31601,1841 Clay Road,LOWNDES COUNTY,30.83,-83.25,311222,C,Other,"39,870.40","38,211.60",250.75,"1,408.05",,,,,,,,,"121,239.00","39,870.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1001991,110001300020,ADRIAN LANDFILL,ADRIAN,MI,49221,1970 N OGDEN HWY,LENAWEE COUNTY,41.89,-83.99,562212,HH,Waste,"9,104.75",,"9,104.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,104.75",,,,N,N,N,2016
1001633,110070081800,ADS-CEDAR HILL LANDFILL,RAGLAND,AL,35131,1319 NO BUSINESS CREEK ROAD,ST. CLAIR COUNTY,33.68,-86.25,562212,HH,Waste,"85,030.50",,"85,030.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85,030.50",,,,N,N,N,2016
1001636,110013947453,ADS-PECAN ROW-EVERGREEN LANDFILLS,VALDOSTA,GA,31601,2995 WETHERINGTON LANE,LOWNDES COUNTY,30.81,-83.36,562212,HH,Waste,"206,818.50",,"206,818.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"206,818.50",,,,N,N,N,2016
1006790,110040628559,ADS-STAR RIDGE LANDFILL,MOODY,AL,35004,3301 ACMAR ROAD,ST. CLAIR COUNTY,33.61,-86.52,562212,HH,Waste,"91,961.50",,"91,961.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91,961.50",,,,N,N,N,2016
1002094,110034159005,ADS/MCLEAN COUNTY LANDFILL,BLOOMINGTON,IL,61704,2105 W OAKLAND AVE,MCLEAN COUNTY,40.47,-89.03,562212,"C,HH",Waste,"23,065.60",12.60,"23,053.00",,,,,,,,,,,12.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,053.00",,,,N,N,N,2016
1001845,110043581317,ADVANCED DISPOSAL CRANBERRY CREEK LANDFILL LLC,WISCONSIN RAPIDS,WI,54495,2510 ENGEL ROAD,WOOD COUNTY,44.41,-89.85,562212,"C,HH",Waste,"28,204.85",98.80,"28,105.75",0.30,,,,,,,,,118.10,99.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,105.50",,,,N,N,N,2016
1007212,110005509306,ADVANCED DISPOSAL EMERALD PARK LANDFILL LLC,MUSKEGO,WI,53132,W124 S10629 SOUTH 124TH STREET,WAUKESHA COUNTY,42.85,-88.08,562212,"C,HH",Waste,"37,720.10",17.10,"37,703.00",,,,,,,,,,,17.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,703.00",,,,N,N,N,2016
1007195,110040959558,ADVANCED DISPOSAL GLACIER RIDGE LANDFILL LLC,HORICON,WI,53032,N7296 HWY V,DODGE COUNTY,43.46,-88.55,562212,"C,HH",Waste,"112,164.50",44.00,"112,120.50",,,,,,,,,,,44.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112,120.50",,,,N,N,N,2016
1001847,110001929600,"ADVANCED DISPOSAL HICKORY MEADOWS LANDFILL, LLC",HILBERT,WI,54129,W3105 SCHNEIDER RD,CALUMET COUNTY,44.11,-88.19,562212,"C,HH",Waste,"60,017.20",9.20,"60,008.00",,,,,,,,,,,9.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,008.00",,,,N,N,N,2016
1002038,110043795881,"ADVANCED DISPOSAL MALLARD RIDGE LANDFILL, INC",DELEVAN,WI,53115,W8470 STATE RD 11,WALWORTH COUNTY,42.64,-88.72,562212,"C,HH",Waste,"54,394.65",30.90,"54,363.75",,,,,,,,,,,30.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,363.75",,,,N,N,N,2016
1003038,110006726123,"ADVANCED DISPOSAL MAPLE HILL LANDFILL, LLC",MACON,MO,63552,31226 INTREPID ROAD,MACON COUNTY,39.73,-92.54,562212,"C,HH",Waste,"29,119.05",64.30,"29,054.75",,,,,,,,,,,64.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,054.75",,,,N,N,N,2016
1006979,110017987589,ADVANCED DISPOSAL OAK RIDGE LANDFILL,BALWIN,MO,63021,1741 SULPHUR SPRING ROAD,ST. LOUIS COUNTY,38.56,-90.53,562212,HH,Waste,"7,778.00",,"7,778.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,778.00",,,,N,N,N,2016
1001637,110012142733,ADVANCED DISPOSAL ORCHARD HILLS LANDFILL INC,DAVIS JUNCTION,IL,61020,8290 HIGHWAY 251,OGLE COUNTY,42.14,-89.09,562212,"C,HH",Waste,"133,228.60",47.60,"133,181.00",,,,,,,,,,,47.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"133,181.00",,,,N,N,N,2016
1001843,110008808264,ADVANCED DISPOSAL ROLLING HILLS LANDFILL INC,BUFFALO,MN,55313,175 COUNTY ROAD 37 NE,WRIGHT COUNTY,45.25,-93.87,562212,"C,HH",Waste,"5,955.65",24.90,"5,930.75",,,,,,,,,,,24.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,930.75",,,,N,N,N,2016
1006964,110016925274,ADVANCED DISPOSAL SEVEN MILE CREEK LANDFILL LLC,EAU CLAIRE,WI,54703,8001 OLSON DR,EAU CLAIRE COUNTY,44.84,-91.37,562212,"C,HH",Waste,"31,011.00",10.50,"31,000.50",,,,,,,,,,,10.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,000.50",,,,N,N,N,2016
1006963,110018431320,ADVANCED DISPOSAL VALLEY VIEW LANDFILL INC,DECATUR,IL,62522,1363 BEAR RD,MACON COUNTY,39.82,-89.04,562212,"C,HH",Waste,"43,782.65",72.90,"43,709.75",,,,,,,,,,,72.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43,709.75",,,,N,N,N,2016
1005985,110001121553,ADVANCED DISPOSAL ZION LANDFILL,ZION,IL,60099,701 GREEN BAY ROAD,LAKE COUNTY,42.48,-87.87,562212,"C,HH",Waste,"65,548.30",87.30,"65,461.00",,,,,,,,,,,87.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65,461.00",,,,N,N,N,2016
1000627,110000342460,ADVANSIX INC - CHESTERFIELD PLANT,CHESTER,VA,23836,4101 BERMUDA HUNDRED RD,CHESTERFIELD COUNTY,37.34,-77.29,325211,C,Other,"58,711.37","58,648.80",28.00,34.57,,,,,,,,,,"58,711.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2016
1000630,110000620221,ADVANSIX INCORPORATED - HOPEWELL,HOPEWELL,VA,23860,905 EAST RANDOLPH ROAD,HOPEWELL CITY,37.18,-77.16,325199,"C,G,PP","Chemicals,Suppliers of CO2","958,521.88","958,046.60",203.50,271.78,,,,,,,,,"16,263.50","361,952.88",,,,"596,569.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Y,N,2016
